scenario,active_probability,repeat,trial,false_negative_rate,false_positive_rate,active_family_count,success,total_cost,path_cost,expansions,invalid_executions,missed_active_families,false_positive_families
miss_0.10,0.35,3,164,0.10,0.00,3,true,25.326019,17.416019,117,0,1,0
miss_0.10,0.35,3,165,0.10,0.00,4,true,24.619278,16.529278,123,0,0,0
miss_0.10,0.35,3,166,0.10,0.00,1,true,17.275918,9.395918,116,0,0,0
miss_0.10,0.35,3,167,0.10,0.00,1,true,21.305130,12.735130,139,0,0,0
miss_0.10,0.35,3,168,0.10,0.00,4,true,28.959114,21.649114,97,0,0,0
miss_0.10,0.35,3,169,0.10,0.00,2,true,21.841872,13.601872,128,0,0,0
miss_0.10,0.35,3,170,0.10,0.00,2,true,21.040952,12.710952,131,0,0,0
miss_0.10,0.35,3,171,0.10,0.00,3,true,22.878747,14.878747,120,0,0,0
miss_0.10,0.35,3,172,0.10,0.00,2,true,21.604308,13.244308,132,0,0,0
miss_0.10,0.35,3,173,0.10,0.00,4,true,29.906212,21.606212,130,0,0,0
miss_0.10,0.35,3,174,0.10,0.00,3,false,288.357200,12.117200,128,1,1,0
miss_0.10,0.35,3,175,0.10,0.00,3,false,288.384151,12.294151,123,1,2,0
miss_0.10,0.35,3,176,0.10,0.00,1,true,20.235551,11.815551,134,0,0,0
miss_0.10,0.35,3,177,0.10,0.00,3,true,22.761964,14.461964,130,0,0,0
miss_0.10,0.35,3,178,0.10,0.00,2,true,19.265845,11.535845,111,0,0,0
miss_0.10,0.35,3,179,0.10,0.00,5,true,29.666546,21.936546,111,0,0,0
miss_0.10,0.35,4,0,0.10,0.00,4,true,24.873482,16.633482,128,0,0,0
miss_0.10,0.35,4,1,0.10,0.00,1,true,20.852596,12.582596,129,0,0,0
miss_0.10,0.35,4,2,0.10,0.00,3,true,26.444522,17.994522,135,0,0,0
miss_0.10,0.35,4,3,0.10,0.00,3,true,20.839731,12.779731,122,0,1,0
miss_0.10,0.35,4,4,0.10,0.00,4,true,32.268807,24.208807,122,0,0,0
miss_0.10,0.35,4,5,0.10,0.00,2,true,21.453810,13.423810,121,0,0,0
miss_0.10,0.35,4,6,0.10,0.00,2,true,19.956523,12.136523,114,0,0,0
miss_0.10,0.35,4,7,0.10,0.00,2,true,19.677035,11.887035,113,0,0,0
miss_0.10,0.35,4,8,0.10,0.00,4,false,289.946963,13.646963,130,1,2,0
miss_0.10,0.35,4,9,0.10,0.00,3,true,18.525587,11.305587,94,0,0,0
miss_0.10,0.35,4,10,0.10,0.00,4,true,21.972734,14.182734,113,0,0,0
miss_0.10,0.35,4,11,0.10,0.00,2,true,21.826321,13.766321,122,0,0,0
miss_0.10,0.35,4,12,0.10,0.00,3,false,288.740583,12.590583,125,1,1,0
miss_0.10,0.35,4,13,0.10,0.00,2,false,289.345196,12.955196,133,1,1,0
miss_0.10,0.35,4,14,0.10,0.00,2,true,22.203499,13.873499,131,0,0,0
miss_0.10,0.35,4,15,0.10,0.00,3,true,21.830123,13.860123,119,0,0,0
miss_0.10,0.35,4,16,0.10,0.00,3,true,26.861671,18.921671,118,0,0,0
miss_0.10,0.35,4,17,0.10,0.00,6,true,39.400644,32.210644,93,0,0,0
miss_0.10,0.35,4,18,0.10,0.00,3,true,21.258387,13.678387,106,0,0,0
miss_0.10,0.35,4,19,0.10,0.00,3,true,23.581979,15.221979,132,0,0,0
miss_0.10,0.35,4,20,0.10,0.00,1,true,19.506781,11.176781,131,0,0,0
miss_0.10,0.35,4,21,0.10,0.00,2,false,287.570667,11.450667,124,1,1,0
miss_0.10,0.35,4,22,0.10,0.00,4,false,290.468293,14.378293,123,1,1,0
miss_0.10,0.35,4,23,0.10,0.00,2,false,289.251404,13.041404,127,1,1,0
miss_0.10,0.35,4,24,0.10,0.00,4,true,19.615671,12.335671,96,0,1,0
miss_0.10,0.35,4,25,0.10,0.00,1,true,20.920803,12.440803,136,0,0,0
miss_0.10,0.35,4,26,0.10,0.00,3,true,24.138250,16.078250,122,0,0,0
miss_0.10,0.35,4,27,0.10,0.00,5,false,293.071561,16.891561,126,1,1,0
miss_0.10,0.35,4,28,0.10,0.00,2,true,22.067479,13.647479,134,0,0,0
miss_0.10,0.35,4,29,0.10,0.00,2,true,20.659915,12.899915,112,0,0,0
miss_0.10,0.35,4,30,0.10,0.00,2,true,22.000726,13.490726,137,0,0,0
miss_0.10,0.35,4,31,0.10,0.00,2,true,26.910615,18.460615,135,0,0,0
miss_0.10,0.35,4,32,0.10,0.00,3,false,291.702548,15.522548,126,1,1,0
miss_0.10,0.35,4,33,0.10,0.00,2,false,288.735789,12.585789,125,1,1,0
miss_0.10,0.35,4,34,0.10,0.00,2,true,22.176879,13.786879,133,0,0,0
miss_0.10,0.35,4,35,0.10,0.00,1,false,287.639213,11.549213,123,1,1,0
miss_0.10,0.35,4,36,0.10,0.00,4,true,27.512827,20.232827,96,0,0,0
miss_0.10,0.35,4,37,0.10,0.00,2,true,21.953714,13.803714,125,0,0,0
miss_0.10,0.35,4,38,0.10,0.00,3,true,21.299893,13.239893,122,0,0,0
miss_0.10,0.35,4,39,0.10,0.00,5,false,299.541301,23.361301,126,1,1,0
miss_0.10,0.35,4,40,0.10,0.00,1,true,19.922634,11.832634,123,0,0,0
miss_0.10,0.35,4,41,0.10,0.00,2,false,289.000426,12.910426,123,1,1,0
miss_0.10,0.35,4,42,0.10,0.00,4,true,30.864338,23.014338,115,0,0,0
miss_0.10,0.35,4,43,0.10,0.00,4,true,22.943590,14.943590,120,0,0,0
miss_0.10,0.35,4,44,0.10,0.00,3,false,290.420308,13.850308,139,1,1,0
miss_0.10,0.35,4,45,0.10,0.00,4,false,290.520632,14.940632,106,1,1,0
miss_0.10,0.35,4,46,0.10,0.00,3,true,22.078892,13.928892,125,0,0,0
miss_0.10,0.35,4,47,0.10,0.00,4,false,289.791414,14.001414,113,1,1,0
miss_0.10,0.35,4,48,0.10,0.00,2,true,22.520187,14.460187,122,0,0,0
miss_0.10,0.35,4,49,0.10,0.00,5,true,32.345042,24.885042,102,0,0,0
miss_0.10,0.35,4,50,0.10,0.00,0,true,20.048925,11.808925,128,0,0,0
miss_0.10,0.35,4,51,0.10,0.00,5,false,290.163987,14.523987,108,1,1,0
miss_0.10,0.35,4,52,0.10,0.00,2,true,21.017581,12.807581,127,0,0,0
miss_0.10,0.35,4,53,0.10,0.00,2,true,21.045573,13.165573,116,0,0,0
miss_0.10,0.35,4,54,0.10,0.00,4,true,22.618830,15.308830,97,0,0,0
miss_0.10,0.35,4,55,0.10,0.00,5,true,27.200541,19.650541,105,0,0,0
miss_0.10,0.35,4,56,0.10,0.00,2,true,23.198178,14.688178,137,0,0,0
miss_0.10,0.35,4,57,0.10,0.00,1,true,21.626646,13.026646,140,0,0,0
miss_0.10,0.35,4,58,0.10,0.00,3,true,23.781697,15.661697,124,0,0,0
miss_0.10,0.35,4,59,0.10,0.00,4,true,28.020047,19.660047,132,0,0,0
miss_0.10,0.35,4,60,0.10,0.00,4,false,293.709449,17.409449,130,1,1,0
miss_0.10,0.35,4,61,0.10,0.00,2,true,20.188760,11.948760,128,0,0,0
miss_0.10,0.35,4,62,0.10,0.00,4,false,293.464852,16.924852,138,1,1,0
miss_0.10,0.35,4,63,0.10,0.00,3,true,25.064152,17.184152,116,0,0,0
miss_0.10,0.35,4,64,0.10,0.00,5,false,288.840803,12.990803,115,1,1,0
miss_0.10,0.35,4,65,0.10,0.00,1,true,23.724020,15.154020,139,0,0,0
miss_0.10,0.35,4,66,0.10,0.00,4,false,291.129400,15.819400,97,1,1,0
miss_0.10,0.35,4,67,0.10,0.00,5,false,287.443661,11.773661,109,1,2,0
miss_0.10,0.35,4,68,0.10,0.00,3,false,288.868479,12.838479,121,1,1,0
miss_0.10,0.35,4,69,0.10,0.00,6,true,33.560890,26.580890,86,0,0,0
miss_0.10,0.35,4,70,0.10,0.00,3,true,20.984236,13.494236,103,0,0,0
miss_0.10,0.35,4,71,0.10,0.00,4,true,26.090771,18.630771,102,0,0,0
miss_0.10,0.35,4,72,0.10,0.00,4,true,22.084555,15.314555,79,0,0,0
miss_0.10,0.35,4,73,0.10,0.00,3,true,32.921822,24.891822,121,0,0,0
miss_0.10,0.35,4,74,0.10,0.00,3,false,289.751128,13.271128,136,1,1,0
miss_0.10,0.35,4,75,0.10,0.00,2,true,19.702313,11.822313,116,0,0,0
miss_0.10,0.35,4,76,0.10,0.00,3,true,25.052037,16.782037,129,0,0,0
miss_0.10,0.35,4,77,0.10,0.00,2,true,20.530445,12.200445,131,0,0,0
miss_0.10,0.35,4,78,0.10,0.00,5,true,27.644838,20.094838,105,0,0,0
miss_0.10,0.35,4,79,0.10,0.00,3,true,19.335907,12.175907,92,0,0,0
miss_0.10,0.35,4,80,0.10,0.00,1,true,23.066652,14.286652,146,0,1,0
miss_0.10,0.35,4,81,0.10,0.00,1,true,26.222300,17.382300,148,0,0,0
miss_0.10,0.35,4,82,0.10,0.00,4,false,296.187500,19.647500,138,1,1,0
miss_0.10,0.35,4,83,0.10,0.00,3,true,21.624877,13.714877,117,0,0,0
miss_0.10,0.35,4,84,0.10,0.00,5,true,26.108543,18.978543,91,0,0,0
miss_0.10,0.35,4,85,0.10,0.00,3,true,23.716606,15.776606,118,0,0,0
miss_0.10,0.35,4,86,0.10,0.00,3,true,26.818214,18.698214,124,0,0,0
miss_0.10,0.35,4,87,0.10,0.00,2,false,289.684601,13.354601,131,1,1,0
miss_0.10,0.35,4,88,0.10,0.00,2,true,20.970675,12.820675,125,0,0,0
miss_0.10,0.35,4,89,0.10,0.00,2,true,21.354248,13.204248,125,0,0,0
miss_0.10,0.35,4,90,0.10,0.00,3,true,22.941301,15.151301,113,0,0,0
miss_0.10,0.35,4,91,0.10,0.00,3,true,19.527015,12.067015,102,0,1,0
miss_0.10,0.35,4,92,0.10,0.00,2,true,21.738934,13.378934,132,0,1,0
miss_0.10,0.35,4,93,0.10,0.00,3,false,290.946241,14.556241,133,1,1,0
miss_0.10,0.35,4,94,0.10,0.00,4,true,27.017504,20.037504,86,0,0,0
miss_0.10,0.35,4,95,0.10,0.00,6,false,297.279131,21.999131,96,1,1,0
miss_0.10,0.35,4,96,0.10,0.00,1,true,22.817526,14.217526,140,0,0,0
miss_0.10,0.35,4,97,0.10,0.00,1,true,21.095938,12.555938,138,0,0,0
miss_0.10,0.35,4,98,0.10,0.00,3,false,288.112796,12.262796,115,1,1,0
miss_0.10,0.35,4,99,0.10,0.00,1,true,19.693867,11.603867,123,0,0,0
miss_0.10,0.35,4,100,0.10,0.00,2,true,23.377779,14.687779,143,0,0,0
miss_0.10,0.35,4,101,0.10,0.00,4,false,288.196035,12.526035,109,1,1,0
miss_0.10,0.35,4,102,0.10,0.00,3,true,25.367115,17.037115,131,0,0,0
miss_0.10,0.35,4,103,0.10,0.00,4,true,23.427686,16.417686,87,0,0,0
miss_0.10,0.35,4,104,0.10,0.00,2,true,22.725910,14.305910,134,0,0,0
miss_0.10,0.35,4,105,0.10,0.00,3,false,288.732521,12.672521,122,1,1,0
miss_0.10,0.35,4,106,0.10,0.00,2,true,21.850699,13.400699,135,0,0,0
miss_0.10,0.35,4,107,0.10,0.00,1,true,21.501861,13.021861,136,0,0,0
miss_0.10,0.35,4,108,0.10,0.00,5,false,293.687836,17.957836,111,1,1,0
miss_0.10,0.35,4,109,0.10,0.00,1,true,20.852559,12.402559,135,0,0,0
miss_0.10,0.35,4,110,0.10,0.00,2,false,287.736451,11.796451,118,1,1,0
miss_0.10,0.35,4,111,0.10,0.00,2,true,20.084189,12.474189,107,0,0,0
miss_0.10,0.35,4,112,0.10,0.00,5,false,289.307122,13.187122,124,1,2,0
miss_0.10,0.35,4,113,0.10,0.00,3,true,24.640280,16.040280,140,0,0,0
miss_0.10,0.35,4,114,0.10,0.00,2,true,20.735073,12.555073,126,0,0,0
miss_0.10,0.35,4,115,0.10,0.00,4,false,291.785656,15.515656,129,1,2,0
miss_0.10,0.35,4,116,0.10,0.00,2,true,24.228300,15.658300,139,0,0,0
miss_0.10,0.35,4,117,0.10,0.00,2,true,20.626522,12.296522,131,0,0,0
miss_0.10,0.35,4,118,0.10,0.00,4,true,20.998865,13.628865,99,0,0,0
miss_0.10,0.35,4,119,0.10,0.00,4,true,23.917382,16.217382,110,0,0,0
miss_0.10,0.35,4,120,0.10,0.00,3,true,25.263752,17.983752,96,0,0,0
miss_0.10,0.35,4,121,0.10,0.00,4,false,289.654614,13.384614,129,1,1,0
miss_0.10,0.35,4,122,0.10,0.00,4,true,24.429454,16.369454,122,0,0,0
miss_0.10,0.35,4,123,0.10,0.00,3,false,290.810264,14.210264,140,1,1,0
miss_0.10,0.35,4,124,0.10,0.00,4,true,19.573442,12.953442,74,0,0,0
miss_0.10,0.35,4,125,0.10,0.00,2,true,20.596980,12.716980,116,0,0,0
miss_0.10,0.35,4,126,0.10,0.00,2,true,20.857643,12.917643,118,0,0,0
miss_0.10,0.35,4,127,0.10,0.00,1,true,20.230382,12.020382,127,0,0,0
miss_0.10,0.35,4,128,0.10,0.00,2,true,22.020502,14.260502,112,0,0,0
miss_0.10,0.35,4,129,0.10,0.00,2,true,22.516295,14.306295,127,0,0,0
miss_0.10,0.35,4,130,0.10,0.00,2,true,23.266864,14.786864,136,0,0,0
miss_0.10,0.35,4,131,0.10,0.00,4,true,21.049400,14.369400,76,0,0,0
miss_0.10,0.35,4,132,0.10,0.00,1,true,26.296722,17.606722,143,0,0,0
miss_0.10,0.35,4,133,0.10,0.00,2,false,288.705139,12.405139,130,1,2,0
miss_0.10,0.35,4,134,0.10,0.00,3,true,26.107203,18.107203,120,0,0,0
miss_0.10,0.35,4,135,0.10,0.00,6,false,299.917835,24.847835,89,1,1,0
miss_0.10,0.35,4,136,0.10,0.00,2,true,20.323307,12.353307,119,0,0,0
miss_0.10,0.35,4,137,0.10,0.00,3,true,23.830511,15.650511,126,0,0,0
miss_0.10,0.35,4,138,0.10,0.00,2,true,22.494608,13.954608,138,0,1,0
miss_0.10,0.35,4,139,0.10,0.00,5,true,36.470565,29.670565,80,0,0,0
miss_0.10,0.35,4,140,0.10,0.00,6,false,298.444094,22.684094,112,1,1,0
miss_0.10,0.35,4,141,0.10,0.00,2,true,21.981546,14.131546,115,0,0,0
miss_0.10,0.35,4,142,0.10,0.00,2,true,21.411863,13.291863,124,0,0,0
miss_0.10,0.35,4,143,0.10,0.00,3,true,22.971907,15.391907,106,0,0,0
miss_0.10,0.35,4,144,0.10,0.00,3,true,20.303973,12.333973,119,0,0,0
miss_0.10,0.35,4,145,0.10,0.00,2,true,22.915310,14.615310,130,0,0,0
miss_0.10,0.35,4,146,0.10,0.00,2,true,22.412523,14.412523,120,0,0,0
miss_0.10,0.35,4,147,0.10,0.00,1,true,20.036603,11.676603,132,0,0,0
miss_0.10,0.35,4,148,0.10,0.00,1,true,19.992549,11.692549,130,0,0,0
miss_0.10,0.35,4,149,0.10,0.00,4,true,20.877293,14.167293,77,0,0,0
miss_0.10,0.35,4,150,0.10,0.00,1,true,22.234019,13.634019,140,0,0,0
miss_0.10,0.35,4,151,0.10,0.00,2,true,23.099628,14.739628,132,0,0,0
miss_0.10,0.35,4,152,0.10,0.00,4,true,22.143987,14.533987,107,0,0,0
miss_0.10,0.35,4,153,0.10,0.00,2,false,286.667050,10.607050,122,1,1,0
miss_0.10,0.35,4,154,0.10,0.00,2,false,290.666795,14.276795,133,1,1,0
miss_0.10,0.35,4,155,0.10,0.00,0,true,21.858401,13.228401,141,0,0,0
miss_0.10,0.35,4,156,0.10,0.00,1,true,19.190541,11.280541,117,0,0,0
miss_0.10,0.35,4,157,0.10,0.00,4,true,25.729578,17.699578,121,0,0,0
miss_0.10,0.35,4,158,0.10,0.00,4,true,22.037492,14.097492,118,0,1,0
miss_0.10,0.35,4,159,0.10,0.00,4,true,25.122395,17.002395,124,0,0,0
miss_0.10,0.35,4,160,0.10,0.00,2,true,23.001853,14.581853,134,0,0,0
miss_0.10,0.35,4,161,0.10,0.00,3,false,293.138734,16.598734,138,1,1,0
miss_0.10,0.35,4,162,0.10,0.00,2,true,19.157833,11.727833,101,0,0,0
miss_0.10,0.35,4,163,0.10,0.00,1,true,22.441063,13.811063,141,0,0,0
miss_0.10,0.35,4,164,0.10,0.00,4,true,24.778886,16.628886,125,0,0,0
miss_0.10,0.35,4,165,0.10,0.00,3,true,22.630125,14.540125,123,0,0,0
miss_0.10,0.35,4,166,0.10,0.00,2,true,21.332525,13.122525,127,0,0,0
miss_0.10,0.35,4,167,0.10,0.00,2,true,21.161641,12.831641,131,0,0,0
miss_0.10,0.35,4,168,0.10,0.00,0,true,19.644653,11.494653,125,0,0,0
miss_0.10,0.35,4,169,0.10,0.00,1,true,22.415493,13.845493,139,0,0,0
miss_0.10,0.35,4,170,0.10,0.00,2,true,19.798183,11.978183,114,0,0,0
miss_0.10,0.35,4,171,0.10,0.00,2,true,20.526698,12.406698,124,0,0,0
miss_0.10,0.35,4,172,0.10,0.00,3,true,29.427833,21.037833,133,0,0,0
miss_0.10,0.35,4,173,0.10,0.00,7,true,49.599650,42.949650,75,0,0,0
miss_0.10,0.35,4,174,0.10,0.00,3,true,27.829574,19.559574,129,0,0,0
miss_0.10,0.35,4,175,0.10,0.00,3,true,22.832960,14.682960,125,0,0,0
miss_0.10,0.35,4,176,0.10,0.00,3,false,287.958683,11.688683,129,1,1,0
miss_0.10,0.35,4,177,0.10,0.00,4,true,27.879012,20.299012,106,0,0,0
miss_0.10,0.35,4,178,0.10,0.00,3,true,20.254959,12.434959,114,0,0,0
miss_0.10,0.35,4,179,0.10,0.00,1,true,20.016599,11.746599,129,0,0,0
miss_0.20,0.35,0,0,0.20,0.00,3,true,24.684487,16.564487,124,0,0,0
miss_0.20,0.35,0,1,0.20,0.00,3,true,20.395299,12.935299,102,0,0,0
miss_0.20,0.35,0,2,0.20,0.00,3,true,23.190357,15.220357,119,0,0,0
miss_0.20,0.35,0,3,0.20,0.00,1,false,288.814839,12.514839,130,1,1,0
miss_0.20,0.35,0,4,0.20,0.00,2,true,22.977946,14.857946,124,0,0,0
miss_0.20,0.35,0,5,0.20,0.00,1,true,20.741637,12.441637,130,0,1,0
miss_0.20,0.35,0,6,0.20,0.00,1,true,21.065196,12.885196,126,0,0,0
miss_0.20,0.35,0,7,0.20,0.00,5,false,288.950606,13.280606,109,1,2,0
miss_0.20,0.35,0,8,0.20,0.00,3,true,23.037163,14.767163,129,0,0,0
miss_0.20,0.35,0,9,0.20,0.00,3,false,288.590969,12.350969,128,1,1,0
miss_0.20,0.35,0,10,0.20,0.00,1,true,21.747775,13.297775,135,0,0,0
miss_0.20,0.35,0,11,0.20,0.00,2,true,19.891881,11.561881,131,0,0,0
miss_0.20,0.35,0,12,0.20,0.00,3,true,21.583295,13.913295,109,0,0,0
miss_0.20,0.35,0,13,0.20,0.00,3,false,295.266326,18.666326,140,1,1,0
miss_0.20,0.35,0,14,0.20,0.00,4,true,27.902273,19.632273,129,0,0,0
miss_0.20,0.35,0,15,0.20,0.00,6,false,290.948326,15.218326,111,1,2,0
miss_0.20,0.35,0,16,0.20,0.00,3,false,290.913473,14.913473,120,1,1,0
miss_0.20,0.35,0,17,0.20,0.00,2,true,19.719800,11.869800,115,0,0,0
miss_0.20,0.35,0,18,0.20,0.00,3,false,287.530682,11.410682,124,1,1,0
miss_0.20,0.35,0,19,0.20,0.00,2,true,21.438605,12.928605,137,0,0,0
miss_0.20,0.35,0,20,0.20,0.00,4,true,21.662643,14.352643,97,0,0,0
miss_0.20,0.35,0,21,0.20,0.00,1,true,21.937809,13.247809,143,0,0,0
miss_0.20,0.35,0,22,0.20,0.00,1,false,288.052321,11.722321,131,1,1,0
miss_0.20,0.35,0,23,0.20,0.00,3,false,288.816936,12.486936,131,1,2,0
miss_0.20,0.35,0,24,0.20,0.00,0,true,19.304236,11.064236,128,0,0,0
miss_0.20,0.35,0,25,0.20,0.00,2,true,21.356054,12.996054,132,0,0,0
miss_0.20,0.35,0,26,0.20,0.00,4,true,26.986934,18.926934,122,0,0,0
miss_0.20,0.35,0,27,0.20,0.00,3,true,21.102888,12.952888,125,0,0,0
miss_0.20,0.35,0,28,0.20,0.00,3,false,293.660858,17.240858,134,1,1,0
miss_0.20,0.35,0,29,0.20,0.00,1,false,288.905256,12.365256,138,1,1,0
miss_0.20,0.35,0,30,0.20,0.00,2,true,20.510558,12.360558,125,0,0,0
miss_0.20,0.35,0,31,0.20,0.00,1,true,20.028196,11.818196,127,0,0,0
miss_0.20,0.35,0,32,0.20,0.00,2,true,20.219044,12.219044,120,0,0,0
miss_0.20,0.35,0,33,0.20,0.00,1,true,19.923086,11.743086,126,0,0,0
miss_0.20,0.35,0,34,0.20,0.00,2,false,288.113854,11.603854,137,1,1,0
miss_0.20,0.35,0,35,0.20,0.00,3,true,20.597167,13.257167,98,0,0,0
miss_0.20,0.35,0,36,0.20,0.00,4,true,24.296222,17.676222,74,0,0,0
miss_0.20,0.35,0,37,0.20,0.00,1,false,290.438391,13.868391,139,1,1,0
miss_0.20,0.35,0,38,0.20,0.00,4,false,287.898767,12.648767,95,1,1,0
miss_0.20,0.35,0,39,0.20,0.00,2,false,287.648618,11.078618,139,1,2,0
miss_0.20,0.35,0,40,0.20,0.00,3,true,22.685645,14.235645,135,0,1,0
miss_0.20,0.35,0,41,0.20,0.00,3,false,289.703091,13.343091,132,1,1,0
miss_0.20,0.35,0,42,0.20,0.00,3,false,287.133075,11.583075,105,1,1,0
miss_0.20,0.35,0,43,0.20,0.00,1,false,289.074812,12.504812,139,1,1,0
miss_0.20,0.35,0,44,0.20,0.00,1,false,289.400656,13.040656,132,1,1,0
miss_0.20,0.35,0,45,0.20,0.00,4,false,290.043056,13.773056,129,1,2,0
miss_0.20,0.35,0,46,0.20,0.00,4,false,291.054524,15.384524,109,1,1,0
miss_0.20,0.35,0,47,0.20,0.00,1,true,19.976411,11.796411,126,0,0,0
miss_0.20,0.35,0,48,0.20,0.00,3,false,291.013953,14.863953,125,1,1,0
miss_0.20,0.35,0,49,0.20,0.00,1,true,22.140646,13.960646,126,0,0,0
miss_0.20,0.35,0,50,0.20,0.00,1,true,20.845436,12.215436,141,0,1,0
miss_0.20,0.35,0,51,0.20,0.00,2,false,289.138718,12.508718,141,1,1,0
miss_0.20,0.35,0,52,0.20,0.00,2,true,20.318282,12.348282,119,0,0,0
miss_0.20,0.35,0,53,0.20,0.00,3,true,20.803278,13.583278,94,0,0,0
miss_0.20,0.35,0,54,0.20,0.00,2,false,288.277673,12.037673,128,1,1,0
miss_0.20,0.35,0,55,0.20,0.00,4,false,290.840772,14.570772,129,1,1,0
miss_0.20,0.35,0,56,0.20,0.00,2,true,20.363413,12.453413,117,0,0,0
miss_0.20,0.35,0,57,0.20,0.00,1,true,22.957610,14.297610,142,0,0,0
miss_0.20,0.35,0,58,0.20,0.00,5,true,23.309461,16.389461,84,0,0,0
miss_0.20,0.35,0,59,0.20,0.00,3,true,22.077571,14.077571,120,0,0,0
miss_0.20,0.35,0,60,0.20,0.00,2,false,289.312199,13.072199,128,1,1,0
miss_0.20,0.35,0,61,0.20,0.00,5,true,24.854245,18.264245,73,0,0,0
miss_0.20,0.35,0,62,0.20,0.00,2,false,288.804825,12.474825,131,1,1,0
miss_0.20,0.35,0,63,0.20,0.00,2,true,21.701292,13.941292,112,0,0,0
miss_0.20,0.35,0,64,0.20,0.00,4,false,289.501404,13.831404,109,1,1,0
miss_0.20,0.35,0,65,0.20,0.00,1,false,286.990126,10.690126,130,1,1,0
miss_0.20,0.35,0,66,0.20,0.00,3,false,289.715552,13.775552,118,1,1,0
miss_0.20,0.35,0,67,0.20,0.00,2,false,288.614265,12.194265,134,1,1,0
miss_0.20,0.35,0,68,0.20,0.00,4,false,293.540157,17.300157,128,1,1,0
miss_0.20,0.35,0,69,0.20,0.00,1,true,23.540354,14.910354,141,0,0,0
miss_0.20,0.35,0,70,0.20,0.00,4,true,28.168049,20.018049,125,0,0,0
miss_0.20,0.35,0,71,0.20,0.00,4,false,292.813609,17.053609,112,1,1,0
miss_0.20,0.35,0,72,0.20,0.00,6,true,39.746654,33.156654,73,0,0,0
miss_0.20,0.35,0,73,0.20,0.00,7,false,291.859531,17.239531,74,1,2,0
miss_0.20,0.35,0,74,0.20,0.00,1,true,24.102661,15.472661,141,0,0,0
miss_0.20,0.35,0,75,0.20,0.00,5,true,33.064322,25.634322,101,0,0,0
miss_0.20,0.35,0,76,0.20,0.00,4,true,23.064356,15.394356,109,0,0,0
miss_0.20,0.35,0,77,0.20,0.00,2,false,289.373399,13.253399,124,1,1,0
miss_0.20,0.35,0,78,0.20,0.00,5,true,22.815291,15.805291,87,0,0,0
miss_0.20,0.35,0,79,0.20,0.00,2,true,21.641430,13.311430,131,0,0,0
miss_0.20,0.35,0,80,0.20,0.00,6,false,295.131453,19.731453,100,1,1,0
miss_0.20,0.35,0,81,0.20,0.00,2,false,288.419218,12.179218,128,1,1,0
miss_0.20,0.35,0,82,0.20,0.00,5,false,289.119799,13.839799,96,1,2,0
miss_0.20,0.35,0,83,0.20,0.00,0,true,20.617638,12.077638,138,0,0,0
miss_0.20,0.35,0,84,0.20,0.00,2,true,22.029829,13.789829,128,0,0,0
miss_0.20,0.35,0,85,0.20,0.00,4,false,288.942707,13.422707,104,1,1,0
miss_0.20,0.35,0,86,0.20,0.00,4,false,289.162135,13.852135,97,1,1,0
miss_0.20,0.35,0,87,0.20,0.00,5,false,290.594277,14.954277,108,1,1,0
miss_0.20,0.35,0,88,0.20,0.00,6,false,294.975191,20.685191,63,1,1,0
miss_0.20,0.35,0,89,0.20,0.00,3,true,20.702212,12.612212,123,0,0,0
miss_0.20,0.35,0,90,0.20,0.00,4,false,294.857528,18.407528,135,1,1,0
miss_0.20,0.35,0,91,0.20,0.00,4,false,288.670864,13.330864,98,1,1,0
miss_0.20,0.35,0,92,0.20,0.00,1,true,22.877818,14.217818,142,0,0,0
miss_0.20,0.35,0,93,0.20,0.00,2,true,19.895366,11.925366,119,0,0,0
miss_0.20,0.35,0,94,0.20,0.00,2,true,19.683342,11.773342,117,0,0,0
miss_0.20,0.35,0,95,0.20,0.00,1,true,20.681806,12.231806,135,0,0,0
miss_0.20,0.35,0,96,0.20,0.00,2,true,20.052875,12.142875,117,0,0,0
miss_0.20,0.35,0,97,0.20,0.00,4,true,22.548696,14.968696,106,0,0,0
miss_0.20,0.35,0,98,0.20,0.00,5,false,289.991731,14.771731,94,1,1,0
miss_0.20,0.35,0,99,0.20,0.00,4,true,23.467898,15.797898,109,0,0,0
miss_0.20,0.35,0,100,0.20,0.00,3,true,21.748989,14.078989,109,0,0,0
miss_0.20,0.35,0,101,0.20,0.00,1,true,22.394675,13.824675,139,0,0,0
miss_0.20,0.35,0,102,0.20,0.00,3,true,24.929354,17.409354,104,0,0,0
miss_0.20,0.35,0,103,0.20,0.00,2,true,18.417646,10.777646,108,0,0,0
miss_0.20,0.35,0,104,0.20,0.00,3,false,289.182941,13.002941,126,1,1,0
miss_0.20,0.35,0,105,0.20,0.00,3,true,22.802324,14.622324,126,0,0,0
miss_0.20,0.35,0,106,0.20,0.00,3,true,19.005490,11.365490,108,0,0,0
miss_0.20,0.35,0,107,0.20,0.00,1,true,22.742134,14.202134,138,0,0,0
miss_0.20,0.35,0,108,0.20,0.00,5,false,290.036749,13.706749,131,1,2,0
miss_0.20,0.35,0,109,0.20,0.00,4,true,27.453212,19.513212,118,0,0,0
miss_0.20,0.35,0,110,0.20,0.00,5,true,23.241971,17.161971,56,0,0,0
miss_0.20,0.35,0,111,0.20,0.00,4,true,30.763756,23.273756,103,0,0,0
miss_0.20,0.35,0,112,0.20,0.00,3,true,20.487353,12.337353,125,0,1,0
